Name,Day,Time,End Time,District,Location,Formatted Address,Regions,Types,Notes,Conference URL,Coordinates,Slug,Updated
Delray Beach Nooners,Tuesday,9:00 AM,10:00 AM,District 25,Zoom,"Delray Beach, FL, USA",Delray Beach,"Discussion, Speaker","Zoom ID: 6423303499, Passcode: 537251",https://zoom.us/j/6423303499,"26.49152,-80.0557,26.42055,-80.12865",delray-beach-nooners-3,1/25/2024
Delray Beach Nooners,Wednesday,9:00 AM,10:00 AM,District 25,Zoom,"Delray Beach, FL, USA",Delray Beach,As Bill Sees It,"Zoom ID: 6423303499, Passcode: 537251",https://zoom.us/j/6423303499,"26.49152,-80.0557,26.42055,-80.12865",delray-beach-nooners-4,1/25/2024
Delray Beach Nooners,Thursday,9:00 AM,10:00 AM,District 25,Zoom,"Delray Beach, FL, USA",Delray Beach,Big Book,"Zoom ID: 6423303499, Passcode: 537251",https://zoom.us/j/6423303499,"26.49152,-80.0557,26.42055,-80.12865",delray-beach-nooners-5,1/25/2024
Delray Beach Nooners,Friday,9:00 AM,10:00 AM,District 25,Zoom,"Delray Beach, FL, USA",Delray Beach,12 Steps & 12 Traditions,"Zoom ID: 6423303499, Passcode: 537251",https://zoom.us/j/6423303499,"26.49152,-80.0557,26.42055,-80.12865",delray-beach-nooners-6,1/25/2024
Delray Beach Nooners,Saturday,9:00 AM,10:00 AM,District 25,Zoom,"Delray Beach, FL, USA",Delray Beach,"Discussion, Speaker","Zoom ID: 6423303499, Passcode: 537251",https://zoom.us/j/6423303499,"26.49152,-80.0557,26.42055,-80.12865",delray-beach-nooners-7,1/25/2024
Digital Dawn Patrol,Monday,6:30 AM,7:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-1,6/12/2024
Digital Dawn Patrol,Tuesday,6:30 AM,7:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-2,1/11/2024
Digital Dawn Patrol,Wednesday,6:30 AM,7:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-3,1/11/2024
Digital Dawn Patrol,Thursday,6:30 AM,7:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-4,1/11/2024
Digital Dawn Patrol,Friday,6:30 AM,7:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-5,1/11/2024
Digital Dawn Patrol,Saturday,7:00 AM,8:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID:  81746171414, Passcode: 376442",https://us02web.zoom.us/j/81746171414?pwd=a1pzN21vY25YMldFQVJWUURaVXdEdz09,"47.73417,-122.22443,47.49191,-122.4597",digital-dawn-patrol-6,1/11/2024
"Experience, Strength and Hope (ESH)",Sunday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,Speaker,Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-1,11/19/2025
"Experience, Strength and Hope (ESH)",Monday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"Discussion, English, Open",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-2,12/29/2023
"Experience, Strength and Hope (ESH)",Tuesday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"English, Open, Discussion",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-3,12/21/2023
"Experience, Strength and Hope (ESH)",Wednesday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"English, Open, Discussion",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-4,11/23/2025
"Experience, Strength and Hope (ESH)",Thursday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"English, Open, Discussion",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-5,12/21/2023
"Experience, Strength and Hope (ESH)",Friday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"English, Open, Discussion",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-6,12/21/2023
"Experience, Strength and Hope (ESH)",Saturday,12:00 PM,1:00 PM,District 25,Zoom,"Port Orchard, WA, USA",Port Orchard,"Discussion, English, Open",Meeting ID: 802 763 1303; PC: serenity; Requirement for sharing is 24 hours of sobriety,https://us02web.zoom.us/j/8027631303?pwd=ZzE4b3VwL2xZRWxoZGVOcG5xVDM2UT09,"47.54842,-122.60204,47.48044,-122.71961",dist25-esh-7,1/5/2024
Finally Free,Monday,7:00 PM,8:00 PM,District 25,Go to Meeting,"Federal Way, WA, USA",Federal Way,Daily Reflections,"Finally Free - GoTo Meeting, 476702597",https://global.gotomeeting.com/join/476702597,"47.35796,-122.2733,47.25782,-122.41763",finally-free,11/19/2025
Freedom In Recovery,Wednesday,7:00 PM,8:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 86314497358, PC: FFB 544 Women's",https://zoom.us/j/86314497358,,freedom-in-recovery1,1/1/2026
Fremont Home Group Zoom,Sunday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-1,11/15/2024
Fremont Home Group Zoom,Monday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-2,1/29/2024
Fremont Home Group Zoom,Tuesday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-3,1/29/2024
Fremont Home Group Zoom,Wednesday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-4,1/29/2024
Fremont Home Group Zoom,Thursday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-5,1/29/2024
Fremont Home Group Zoom,Friday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-6,1/29/2024
Fremont Home Group Zoom,Saturday,8:00 PM,9:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-7,1/29/2024
Fremont Hooters Group Zoom,Sunday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-8,2/17/2024
Fremont Hooters Group Zoom,Monday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-9,1/29/2024
Fremont Hooters Group Zoom,Tuesday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-10,1/29/2024
Fremont Hooters Group Zoom,Wednesday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-11,1/29/2024
Fremont Hooters Group Zoom,Thursday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-12,1/29/2024
Fremont Hooters Group Zoom,Friday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-13,1/29/2024
Fremont Hooters Group Zoom,Saturday,12:00 AM,1:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,zoom id 84398152400 pw 535725,https://zoom.us/j/84398152400,,fremont-home-group-zoom-14,8/14/2024
Global Serenity,Monday,7:30 AM,8:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Literature,zoom id 89380439739,https://zoom.us/j/89380439739,,global-serenity-1,10/9/2024
Global Serenity,Tuesday,7:30 AM,8:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Literature,zoom id 89380439739,https://zoom.us/j/89380439739,,global-serenity-2,8/14/2024
Global Serenity,Wednesday,7:30 AM,8:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Literature,zoom id 89380439739,https://zoom.us/j/89380439739,,global-serenity-3,8/14/2024
Global Serenity,Thursday,7:30 AM,8:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Literature,zoom id 89380439739,https://zoom.us/j/89380439739,,global-serenity-4,8/14/2024
Global Serenity,Friday,7:30 AM,8:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Literature,zoom id 89380439739,https://zoom.us/j/89380439739,,global-serenity-5,8/14/2024
Global Speakers Group,Sunday,4:30 AM,5:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Discussion, Speaker",Zoom ID: 83711449943; passcode: 06101935,https://zoom.us/j/83711449943,,global-speakers-group,11/17/2024
Global Speakers Group,Monday,6:00 AM,7:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Discussion, Literature, Women",Zoom ID: 83711449943; passcode: 06101935,https://zoom.us/j/83711449943,,global-speakers-group-2,2/15/2025
Global Speakers Group,Tuesday,5:00 AM,6:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Discussion, Literature, Speaker",Zoom ID: 83711449943; passcode: 06101935,https://zoom.us/j/83711449943,,global-speakers-group-3,11/17/2024
Halfway Through Group,Thursday,4:00 PM,5:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Open, Literature, Discussion",Zoom ID: 823 5635 9652 (no passcode),https://zoom.us/j/82356359652,"47.73417,-122.22443,47.49191,-122.4597",halfway-through-group,1/20/2024
Halfway Through Group,Saturday,6:00 AM,7:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Open, Big Book, Discussion",Zoom ID: 823 5635 9652 (no passcode),https://zoom.us/j/82356359652,"47.73417,-122.22443,47.49191,-122.4597",halfway-through-group-2,12/21/2023
I Am Responsible,Wednesday,10:00 AM,11:00 AM,District 25,Zoom,"Everett, WA, USA",Everett,"Open, Women",Meeting ID : 895 6241 9254; Passcode: IAR4women,https://us02web.zoom.us/j/89562419254,"48.03666,-121.79451,47.87819,-122.29345",i-am-responsible-2,11/19/2025
I Am Responsible,Saturday,10:00 AM,11:00 AM,District 25,Zoom,"Everett, WA, USA",Everett,"Open, Women",Meeting ID : 895 6241 9254; Passcode: IAR4women,https://us02web.zoom.us/j/89562419254,"48.03666,-121.79451,47.87819,-122.29345",i-am-responsible-3,11/19/2025
Joy of Living,Monday,12:00 PM,1:00 PM,District 25,Zoom,"Issaquah, WA, USA",Issaquah,Open,"Zoom ID: 81259376914, ",https://eastsideaa-org.zoom.us/j/81259376914,"47.57737,-121.98573,47.50915,-122.10047",joy-of-living-1,1/11/2024
Joy of Living,Wednesday,12:00 PM,1:00 PM,District 25,Zoom,"Issaquah, WA, USA",Issaquah,Open,"Zoom ID: 81259376914, ",https://eastsideaa-org.zoom.us/j/81259376914,"47.57737,-121.98573,47.50915,-122.10047",joy-of-living-2,1/11/2024
Joy of Living,Friday,12:00 PM,1:00 PM,District 25,Zoom,"Issaquah, WA, USA",Issaquah,Open,"Zoom ID: 81259376914, ",https://eastsideaa-org.zoom.us/j/81259376914,"47.57737,-121.98573,47.50915,-122.10047",joy-of-living-3,1/11/2024
Let's Do It,Sunday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-1,1/11/2024
Let's Do It,Monday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-2,1/11/2024
Let's Do It,Tuesday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-3,1/11/2024
Let's Do It,Wednesday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-4,1/11/2024
Let's Do It,Thursday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-5,1/11/2024
Let's Do It,Friday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-6,1/11/2024
Let's Do It,Saturday,9:00 AM,10:00 AM,District 25,Zoom,"Bellingham, WA, USA",Bellingham,Open,Zoom ID: 486637631,https://zoom.us/j/486637631,"48.81878,-122.39805,48.68784,-122.52457",lets-do-it-7,1/11/2024
Living Sober Online,Sunday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-6,12/21/2023
Living Sober Online,Monday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-7,12/21/2023
Living Sober Online,Tuesday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online,12/21/2023
Living Sober Online,Wednesday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-2,12/21/2023
Living Sober Online,Thursday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-3,12/21/2023
Living Sober Online,Friday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-4,12/21/2023
Living Sober Online,Saturday,5:30 PM,6:45 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"12 Steps & 12 Traditions, Big Book, Living Sober, Open",Zoom ID: 641 284 772 (no passcode),https://us06web.zoom.us/j/641284772,"47.73417,-122.22443,47.49191,-122.4597",living-sober-online-5,1/5/2024
Nameless Bunch of Drunk International (NBDI),Sunday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-1,1/11/2024
Nameless Bunch of Drunk International (NBDI),Sunday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Big Book, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-2,1/11/2024
Nameless Bunch of Drunk International (NBDI),Monday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-3,1/11/2024
Nameless Bunch of Drunk International (NBDI),Monday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"12 Steps & 12 Traditions, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-4,1/11/2024
Nameless Bunch of Drunk International (NBDI),Tuesday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-5,1/11/2024
Nameless Bunch of Drunk International (NBDI),Tuesday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-6,1/11/2024
Nameless Bunch of Drunk International (NBDI),Wednesday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-7,1/11/2024
Nameless Bunch of Drunk International (NBDI),Wednesday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-8,1/11/2024
Nameless Bunch of Drunk International (NBDI),Thursday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-9,1/11/2024
Nameless Bunch of Drunk International (NBDI),Thursday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-10,1/11/2024
Nameless Bunch of Drunk International (NBDI),Friday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-11,1/11/2024
Nameless Bunch of Drunk International (NBDI),Friday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-12,1/11/2024
Nameless Bunch of Drunk International (NBDI),Saturday,7:00 AM,8:00 AM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-13,1/11/2024
Nameless Bunch of Drunk International (NBDI),Saturday,5:30 PM,6:30 PM,District 25,Zoom,"Bellevue, WA, USA",Bellevue,"Discussion, Open",Zoom ID: 950 676 929 81 (no passcode),https://zoom.us/j/95067692981,"47.6607,-122.07933,47.53461,-122.22293",nameless-bunch-of-drunk-international-nbdi-14,1/11/2024
NightCap,Sunday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Speaker,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-1,1/25/2024
NightCap,Monday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-2,1/21/2024
NightCap,Tuesday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-3,1/21/2024
NightCap,Wednesday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-8,1/25/2024
NightCap,Thursday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Women,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-4,1/25/2024
NightCap,Thursday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-5,1/21/2024
NightCap,Friday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-6,1/21/2024
NightCap,Saturday,10:00 PM,11:15 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,"Zoom ID: 4643088229, Passcode: 654321",https://zoom.us/j/4643088229,,night-cap-zoom-7,1/21/2024
Noonaroos,Sunday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-1,1/11/2024
Noonaroos,Monday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-2,1/11/2024
Noonaroos,Tuesday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-3,1/11/2024
Noonaroos,Wednesday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-4,1/11/2024
Noonaroos,Thursday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-5,1/11/2024
Noonaroos,Friday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-6,1/11/2024
Noonaroos,Saturday,12:00 PM,1:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,Open,Zoom ID: 96716694020,https://us06web.zoom.us/j/96716694020,"47.73417,-122.22443,47.49191,-122.4597",noonaroos-7,1/29/2024
Oasis Zoom,Thursday,10:00 AM,11:00 AM,District 25,Zoom,"Olympia, WA, USA",Olympia,Open,"Meeting ID: 452 311 923, Passcode: 62747",https://zoom.us/j/452311923,"47.07809,-122.82314,47.00058,-122.9646",zoom-oasis,5/30/2024
On Awakening,Saturday,7:00 AM,8:00 AM,District 25,Zoom,"Olympia, WA, USA",Olympia,Open,"Zoom ID: 392428488, Passcode: 101112",https://us02web.zoom.us/j/392428488,"47.07809,-122.82314,47.00058,-122.9646",on-awakening,1/31/2024
Online Surrender at Seven ,Tuesday,7:00 PM,8:00 PM,District 25,Zoom,"Seattle, WA, USA",Seattle,"Big Book, Women",Zoom ID: 5587987959,https://us02web.zoom.us/j/5587987959,"47.73417,-122.22443,47.49191,-122.4597",online-surrender-at-seven-women,11/19/2025
Practice These Priniciples Fourth Dimension,Sunday,7:00 AM,8:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Closed,Zoom ID:2612052842,https://zoom.us/j/2612052842,,practice-these-priniciples-fourth-dimension,1/9/2025
Practice These Priniciples Fourth Dimension,Monday,7:00 AM,8:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Closed,Zoom ID:2612052842,https://zoom.us/j/2612052842,,practice-these-priniciples-fourth-dimension-1,1/9/2025
Practice These Priniciples Fourth Dimension,Tuesday,7:00 AM,8:00 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,Closed,Zoom ID:2612052842,https://zoom.us/j/2612052842,,practice-these-priniciples-fourth-dimension-2,1/9/2025
